px1,py1,pz1,E1,Q1,px2,py2,pz2,E2,Q2
32.6964654934,19.3830143229,18.089130606,42.0949867534,1.0,-28.0959580417,-19.4193938557,95.4375306649,101.364831865,-1.0
26.7534215863,-5.02529671935,100.60507896,104.222801008,-1.0,-32.4146030269,12.6710789141,5.12864087245,35.1792104961,1.0
-32.3517091663,12.6457473951,5.12279286092,35.1112828525,1.0,26.7534215863,-5.02529671935,100.60507896,104.222801008,-1.0
-32.3517091663,12.6457473951,5.12279286092,35.1112828525,1.0,26.8120527188,-5.03708707644,100.830267264,104.455791497,-1.0
-32.4146030269,12.6710789141,5.12864087245,35.1792104961,1.0,26.8120527188,-5.03708707644,100.830267264,104.455791497,-1.0
-36.4673551711,6.20329624195,-18.7817893768,41.4863309215,-1.0,44.8845621252,-0.822633110844,28.8402279959,53.3579474582,1.0
44.8503741959,-0.821661059126,28.8105260503,53.3131200306,1.0,-36.4673551711,6.20329624195,-18.7817893768,41.4863309215,-1.0
44.8503741959,-0.821661059126,28.8105260503,53.3131200306,1.0,-36.4913110506,6.20737126786,-18.7944179729,41.5137152141,-1.0
44.8845621252,-0.822633110844,28.8402279959,53.3579474582,1.0,-36.4913110506,6.20737126786,-18.7944179729,41.5137152141,-1.0
31.8319980381,-10.0003591792,77.3436650099,84.2338231571,1.0,-32.8444285653,12.5439057358,6.46250469698,35.7474640994,-1.0
-32.816029279,12.5330595136,6.46252437739,35.7175691142,-1.0,31.8319980381,-10.0003591792,77.3436650099,84.2338231571,1.0
-32.816029279,12.5330595136,6.46252437739,35.7175691142,-1.0,31.6040515727,-9.92451130693,76.7994155161,83.6389465966,1.0
-32.8444285653,12.5439057358,6.46250469698,35.7474640994,-1.0,31.6040515727,-9.92451130693,76.7994155161,83.6389465966,1.0
12.0881312607,54.2665552084,100.891438705,115.195813723,-1.0,-14.3264214436,-37.0000284711,54.764665578,67.6271263459,1.0
-14.298826861,-36.929858277,54.6646432893,67.5018908742,1.0,12.0881312607,54.2665552084,100.891438705,115.195813723,-1.0
-14.298826861,-36.929858277,54.6646432893,67.5018908742,1.0,12.150676605,54.5576193627,101.435150865,115.815688778,-1.0
0.716403005678,-0.690580325871,-4.07433257468,4.19541226492,1.0,12.0881312607,54.2665552084,100.891438705,115.195813723,-1.0
0.716403005678,-0.690580325871,-4.07433257468,4.19541226492,1.0,-14.298826861,-36.929858277,54.6646432893,67.5018908742,1.0
0.716403005678,-0.690580325871,-4.07433257468,4.19541226492,1.0,12.150676605,54.5576193627,101.435150865,115.815688778,-1.0
0.716403005678,-0.690580325871,-4.07433257468,4.19541226492,1.0,-14.3264214436,-37.0000284711,54.764665578,67.6271263459,1.0
-0.64154158875,-0.630051781701,-4.54059292872,4.62997718057,-1.0,12.0881312607,54.2665552084,100.891438705,115.195813723,-1.0
-0.64154158875,-0.630051781701,-4.54059292872,4.62997718057,-1.0,-14.298826861,-36.929858277,54.6646432893,67.5018908742,1.0
-0.64154158875,-0.630051781701,-4.54059292872,4.62997718057,-1.0,0.716403005678,-0.690580325871,-4.07433257468,4.19541226492,1.0
-0.64154158875,-0.630051781701,-4.54059292872,4.62997718057,-1.0,12.150676605,54.5576193627,101.435150865,115.815688778,-1.0
-0.64154158875,-0.630051781701,-4.54059292872,4.62997718057,-1.0,-14.3264214436,-37.0000284711,54.764665578,67.6271263459,1.0
-14.3264214436,-37.0000284711,54.764665578,67.6271263459,1.0,12.150676605,54.5576193627,101.435150865,115.815688778,-1.0
-43.9329446879,-47.1461340339,174.306908511,185.838023831,1.0,17.2829772425,29.5110910995,79.3234855185,86.3818980965,-1.0
17.3019864615,29.5442272835,79.4155470964,86.4815609572,-1.0,-43.9329446879,-47.1461340339,174.306908511,185.838023831,1.0
17.3019864615,29.5442272835,79.4155470964,86.4815609572,-1.0,-43.7933395161,-46.9982029286,173.760450015,185.254940063,1.0
17.2829772425,29.5110910995,79.3234855185,86.3818980965,-1.0,-43.7933395161,-46.9982029286,173.760450015,185.254940063,1.0
52.6004550668,-19.8234666085,-3.3272953881,56.3103876731,-1.0,-33.1720090154,5.46643158223,21.4584127336,39.8840657042,1.0
-33.2458465773,5.47962377525,21.5045245499,39.9720944056,1.0,52.6004550668,-19.8234666085,-3.3272953881,56.3103876731,-1.0
-33.2458465773,5.47962377525,21.5045245499,39.9720944056,1.0,52.6423824222,-19.8389671222,-3.3126009743,56.3541438802,-1.0
-33.1720090154,5.46643158223,21.4584127336,39.8840657042,1.0,52.6423824222,-19.8389671222,-3.3126009743,56.3541438802,-1.0
39.1495742717,-9.29253171283,94.142793824,102.38123414,-1.0,-38.6860677626,8.09339965814,19.3131146331,43.9900274776,1.0
-38.644042765,8.08380102605,19.2923175709,43.942172923,1.0,39.1495742717,-9.29253171283,94.142793824,102.38123414,-1.0
-38.644042765,8.08380102605,19.2923175709,43.942172923,1.0,39.2186842896,-9.31183567258,94.2633802842,102.520298026,-1.0
-38.6860677626,8.09339965814,19.3131146331,43.9900274776,1.0,39.2186842896,-9.31183567258,94.2633802842,102.520298026,-1.0
-34.7129636512,-31.9139536842,88.2329056662,100.042726328,1.0,28.1837397173,34.7086119232,52.7024177216,69.1127117358,-1.0
28.641125734,35.277438863,53.5641946502,70.2420521358,-1.0,-34.7129636512,-31.9139536842,88.2329056662,100.042726328,1.0
28.641125734,35.277438863,53.5641946502,70.2420521358,-1.0,-34.554324419,-31.7700188863,87.8082026696,99.5671986944,1.0
28.1837397173,34.7086119232,52.7024177216,69.1127117358,-1.0,-34.554324419,-31.7700188863,87.8082026696,99.5671986944,1.0
18.8447342715,36.149122433,124.191695294,130.711405034,-1.0,40.2103426348,-51.1003808322,112.58873612,130.016749847,1.0
40.8880909003,-51.9716264453,114.49996039,132.223817922,1.0,18.8447342715,36.149122433,124.191695294,130.711405034,-1.0
40.8880909003,-51.9716264453,114.49996039,132.223817922,1.0,18.715868934,35.8992976541,123.332745433,129.807629136,-1.0
40.2103426348,-51.1003808322,112.58873612,130.016749847,1.0,18.715868934,35.8992976541,123.332745433,129.807629136,-1.0
8.98737775244,-36.1017297937,99.2677385175,106.010390656,-1.0,1.40975670426,25.4133282314,-7.78015048318,26.6151567907,1.0
1.4114788832,25.4397734379,-7.79099509334,26.6436692939,1.0,8.98737775244,-36.1017297937,99.2677385175,106.010390656,-1.0
1.4114788832,25.4397734379,-7.79099509334,26.6436692939,1.0,8.92359375514,-35.8516309914,98.5716995139,105.268043959,-1.0
1.40975670426,25.4133282314,-7.78015048318,26.6151567907,1.0,8.92359375514,-35.8516309914,98.5716995139,105.268043959,-1.0
12.0254638091,-28.1048492333,-55.8410264543,63.6610220575,-1.0,76.1109744429,34.1628522171,-27.9624925028,87.9880278953,1.0
76.196001896,34.2010172825,-27.9910882547,88.0854838975,1.0,12.0254638091,-28.1048492333,-55.8410264543,63.6610220575,-1.0
76.196001896,34.2010172825,-27.9910882547,88.0854838975,1.0,11.928228078,-27.8845372672,-55.3822139457,63.14293966,-1.0
76.1109744429,34.1628522171,-27.9624925028,87.9880278953,1.0,11.928228078,-27.8845372672,-55.3822139457,63.14293966,-1.0
69.4199348378,-15.9865120874,47.2728332749,85.4951919767,1.0,-21.2414078029,24.1940656939,25.6911540421,41.1897654758,-1.0
-21.3050984394,24.26563076,25.7625600024,41.3091844177,-1.0,69.4199348378,-15.9865120874,47.2728332749,85.4951919767,1.0
-21.3050984394,24.26563076,25.7625600024,41.3091844177,-1.0,69.4743930559,-15.9991262686,47.2896516191,85.5510703953,1.0
-21.2414078029,24.1940656939,25.6911540421,41.1897654758,-1.0,69.4743930559,-15.9991262686,47.2896516191,85.5510703953,1.0
-28.5761795255,-3.35882987623,100.270273588,104.316914752,1.0,32.4698836674,4.77905458367,13.9525807511,35.662562743,-1.0
32.366102866,4.76308527687,13.9072668722,35.5482043377,-1.0,-28.5761795255,-3.35882987623,100.270273588,104.316914752,1.0
32.366102866,4.76308527687,13.9072668722,35.5482043377,-1.0,-28.6151115149,-3.36340592283,100.408970315,104.461043407,1.0
32.4698836674,4.77905458367,13.9525807511,35.662562743,-1.0,-28.6151115149,-3.36340592283,100.408970315,104.461043407,1.0
-18.6012139747,22.3357410369,-64.4675087469,70.7174754691,-1.0,9.24088965421,-37.8539818481,-0.562004745985,38.96979595,1.0
9.24859719403,-37.8855546819,-0.56157254708,39.0022862282,1.0,-18.6012139747,22.3357410369,-64.4675087469,70.7174754691,-1.0
9.24859719403,-37.8855546819,-0.56157254708,39.0022862282,1.0,-18.5905269319,22.3229083787,-64.4304699264,70.6768459166,-1.0
9.24088965421,-37.8539818481,-0.562004745985,38.96979595,1.0,-18.5905269319,22.3229083787,-64.4304699264,70.6768459166,-1.0
-2.13784572123,27.2008174466,43.1820362728,51.0798813081,1.0,15.3348528849,-37.8239259132,-19.196505543,45.1034818306,-1.0
15.3180184031,-37.783488225,-19.1720300948,45.0534301901,-1.0,-2.13784572123,27.2008174466,43.1820362728,51.0798813081,1.0
15.3180184031,-37.783488225,-19.1720300948,45.0534301901,-1.0,-2.14724306339,27.3308809817,43.3873869135,51.3231352792,1.0
15.3348528849,-37.8239259132,-19.196505543,45.1034818306,-1.0,-2.14724306339,27.3308809817,43.3873869135,51.3231352792,1.0
-16.1033328748,-15.3952665639,78.0923814083,81.2081446652,-1.0,-12.3003859461,43.2323050413,15.1192554607,47.4229347783,1.0
-12.288962503,43.1888732296,15.1041050092,47.3755477231,1.0,-16.1033328748,-15.3952665639,78.0923814083,81.2081446652,-1.0
-12.288962503,43.1888732296,15.1041050092,47.3755477231,1.0,-16.141714587,-15.4319606257,78.2768837615,81.4001354647,-1.0
-12.3003859461,43.2323050413,15.1192554607,47.4229347783,1.0,-16.141714587,-15.4319606257,78.2768837615,81.4001354647,-1.0
-36.284464995,23.1219083379,-88.1103381662,98.0542089897,1.0,16.2006854791,-17.2592710324,10.9877206586,26.0976208786,-1.0
16.2048263664,-17.2636133007,10.9905840095,26.1042686609,-1.0,-36.284464995,23.1219083379,-88.1103381662,98.0542089897,1.0
16.2048263664,-17.2636133007,10.9905840095,26.1042686609,-1.0,-36.1628739389,23.0429002653,-87.8094884341,97.720244202,1.0
16.2006854791,-17.2592710324,10.9877206586,26.0976208786,-1.0,-36.1628739389,23.0429002653,-87.8094884341,97.720244202,1.0
-18.3623745955,-26.1090800944,-5.9836781702,32.475782243,-1.0,31.8627663559,35.6937265232,55.6202610183,73.3682669306,1.0
31.3640140213,35.1400293955,54.7588236117,72.2292390135,1.0,-18.3623745955,-26.1090800944,-5.9836781702,32.475782243,-1.0
31.3640140213,35.1400293955,54.7588236117,72.2292390135,1.0,-18.3536921986,-26.0956256036,-5.98213947116,32.4597727858,-1.0
31.8627663559,35.6937265232,55.6202610183,73.3682669306,1.0,-18.3536921986,-26.0956256036,-5.98213947116,32.4597727858,-1.0
15.1615429236,-34.5884461407,146.687629337,151.471135053,-1.0,-15.7266456094,36.0837866898,30.6647493308,49.8969443875,1.0
-15.7313202132,36.0945122704,30.6663777468,49.9071752305,1.0,15.1615429236,-34.5884461407,146.687629337,151.471135053,-1.0
-15.7313202132,36.0945122704,30.6663777468,49.9071752305,1.0,15.1657984572,-34.5981544069,146.727286412,151.512182588,-1.0
-15.7266456094,36.0837866898,30.6647493308,49.8969443875,1.0,15.1657984572,-34.5981544069,146.727286412,151.512182588,-1.0
-32.0319538669,44.9364325656,-151.585068118,161.31761553,1.0,47.2988945809,-2.74532942951,-109.924818949,119.700456336,-1.0
47.1255307281,-2.73622689139,-109.533969133,119.272813925,-1.0,-32.0319538669,44.9364325656,-151.585068118,161.31761553,1.0
47.1255307281,-2.73622689139,-109.533969133,119.272813925,-1.0,-32.038048613,44.9449826574,-151.620364385,161.354374236,1.0
47.2988945809,-2.74532942951,-109.924818949,119.700456336,-1.0,-32.038048613,44.9449826574,-151.620364385,161.354374236,1.0
-31.5941971125,-22.5059404864,134.575926416,140.054995566,-1.0,35.7285777989,26.6253793844,125.168035051,132.862674447,1.0
35.7316505079,26.6271134602,125.18318187,132.87811786,1.0,-31.5941971125,-22.5059404864,134.575926416,140.054995566,-1.0
35.7316505079,26.6271134602,125.18318187,132.87811786,1.0,-35.3004698122,-25.1886768346,150.395405709,156.522783746,-1.0
35.7285777989,26.6253793844,125.168035051,132.862674447,1.0,-35.3004698122,-25.1886768346,150.395405709,156.522783746,-1.0
18.5692675565,36.9454117945,89.5166232916,98.6053657742,1.0,-22.3843096982,-41.0899884593,64.7636773836,79.8986204148,-1.0
-22.4164951852,-41.1510291957,64.8575793236,80.0151436895,-1.0,18.5692675565,36.9454117945,89.5166232916,98.6053657742,1.0
-22.4164951852,-41.1510291957,64.8575793236,80.0151436895,-1.0,18.4251433264,36.6659723096,88.8447930058,97.8636185717,1.0
-22.3843096982,-41.0899884593,64.7636773836,79.8986204148,-1.0,18.4251433264,36.6659723096,88.8447930058,97.8636185717,1.0
11.3881190949,-35.1846113858,-116.352766026,122.088588576,-1.0,-7.9791188814,39.3493611373,-29.784804775,49.9918425267,1.0
-7.94990878097,39.1992724124,-29.6684400471,49.7997139129,1.0,11.3881190949,-35.1846113858,-116.352766026,122.088588576,-1.0
-7.94990878097,39.1992724124,-29.6684400471,49.7997139129,1.0,11.306543596,-34.9397319519,-115.533451255,121.229585166,-1.0
-7.9791188814,39.3493611373,-29.784804775,49.9918425267,1.0,11.306543596,-34.9397319519,-115.533451255,121.229585166,-1.0
-22.0820477078,7.38429583852,-59.6014755761,63.9882154037,1.0,45.1506479933,9.18986521893,-2.7826159492,46.1604674172,-1.0
45.1818518908,9.19649871483,-2.79063984172,46.1927934131,-1.0,-22.0820477078,7.38429583852,-59.6014755761,63.9882154037,1.0
45.1818518908,9.19649871483,-2.79063984172,46.1927934131,-1.0,-22.091078268,7.387561297,-59.6279697441,64.0163864995,1.0
45.1506479933,9.18986521893,-2.7826159492,46.1604674172,-1.0,-22.091078268,7.387561297,-59.6279697441,64.0163864995,1.0
6.40682206705,51.116960166,58.39979287,77.8751433807,-1.0,-10.1829463667,-38.3521754832,19.7379894871,44.319083403,1.0
-10.1803816548,-38.3440619342,19.729241983,44.3075773335,1.0,6.40682206705,51.116960166,58.39979287,77.8751433807,-1.0
-10.1803816548,-38.3440619342,19.729241983,44.3075773335,1.0,6.29667283954,50.2055832788,57.3622799129,76.48980979,-1.0
-1.68787092742,-1.74375819851,-6.07188930131,6.53977096697,1.0,6.40682206705,51.116960166,58.39979287,77.8751433807,-1.0
-1.68787092742,-1.74375819851,-6.07188930131,6.53977096697,1.0,-10.1803816548,-38.3440619342,19.729241983,44.3075773335,1.0
-1.68787092742,-1.74375819851,-6.07188930131,6.53977096697,1.0,6.29667283954,50.2055832788,57.3622799129,76.48980979,-1.0
-1.68787092742,-1.74375819851,-6.07188930131,6.53977096697,1.0,-10.1829463667,-38.3521754832,19.7379894871,44.319083403,1.0
-10.1829463667,-38.3521754832,19.7379894871,44.319083403,1.0,6.29667283954,50.2055832788,57.3622799129,76.48980979,-1.0
48.2715747192,-3.00793037961,-5.14050003188,48.6377268723,-1.0,-36.5250377526,7.4870259395,-39.6172524389,54.4028656851,1.0
-36.6539276467,7.51459205533,-39.7569711048,54.5949395165,1.0,48.2715747192,-3.00793037961,-5.14050003188,48.6377268723,-1.0
-36.6539276467,7.51459205533,-39.7569711048,54.5949395165,1.0,48.2205574121,-3.0050127575,-5.13686655718,48.5865292085,-1.0
-36.5250377526,7.4870259395,-39.6172524389,54.4028656851,1.0,48.2205574121,-3.0050127575,-5.13686655718,48.5865292085,-1.0
-10.1154718987,-35.9445764046,-102.744295904,109.319425763,-1.0,0.327305176949,42.1976306507,-49.7610154048,65.2450532916,1.0
0.326994926988,42.1576318539,-49.7144991698,65.1837053304,1.0,-10.1154718987,-35.9445764046,-102.744295904,109.319425763,-1.0
0.326994926988,42.1576318539,-49.7144991698,65.1837053304,1.0,-10.1528025092,-36.0813789089,-103.128976126,109.729404369,-1.0
0.327305176949,42.1976306507,-49.7610154048,65.2450532916,1.0,-10.1528025092,-36.0813789089,-103.128976126,109.729404369,-1.0
23.6533657778,-24.8029077921,-54.9116278226,64.729931109,-1.0,-20.8595728677,22.2198031807,15.4742060892,34.180457156,1.0
-20.8421881222,22.2012847946,15.4588165651,34.1508422375,1.0,23.6533657778,-24.8029077921,-54.9116278226,64.729931109,-1.0
-20.8421881222,22.2012847946,15.4588165651,34.1508422375,1.0,20.626489247,-21.6727125663,-47.9332225533,56.5045442126,-1.0
-20.8595728677,22.2198031807,15.4742060892,34.180457156,1.0,20.626489247,-21.6727125663,-47.9332225533,56.5045442126,-1.0
23.5223858655,-33.4289648113,60.1336386346,72.7108243956,-1.0,-21.3331448356,31.4684803482,6.07644725022,38.5006843949,1.0
-21.4930311863,31.7050110026,6.09973711124,38.7862871227,1.0,23.5223858655,-33.4289648113,60.1336386346,72.7108243956,-1.0
-21.4930311863,31.7050110026,6.09973711124,38.7862871227,1.0,23.2410110569,-33.0352641476,59.4174406981,71.8464800464,-1.0
-21.3331448356,31.4684803482,6.07644725022,38.5006843949,1.0,23.2410110569,-33.0352641476,59.4174406981,71.8464800464,-1.0
-7.95210779544,-36.0920430414,14.0022867906,39.5214724972,-1.0,-6.13975370882,53.4331112559,-13.8919930559,55.5499107906,1.0
-6.14405732518,53.4705648123,-13.9036205744,55.5893206518,1.0,-7.95210779544,-36.0920430414,14.0022867906,39.5214724972,-1.0
-6.14405732518,53.4705648123,-13.9036205744,55.5893206518,1.0,-7.93567920268,-36.0140511411,13.9676738305,39.4346796605,-1.0
-6.13975370882,53.4331112559,-13.8919930559,55.5499107906,1.0,-7.93567920268,-36.0140511411,13.9676738305,39.4346796605,-1.0
-31.3508420467,19.6445949659,-99.6908222518,106.334644464,1.0,28.0655239661,-21.3733786582,-8.70828490597,36.3364877286,-1.0
28.0097489745,-21.3310800746,-8.6932536886,36.2649257292,-1.0,-31.3508420467,19.6445949659,-99.6908222518,106.334644464,1.0
28.0097489745,-21.3310800746,-8.6932536886,36.2649257292,-1.0,-31.2048960393,19.5535790378,-99.2421769263,105.854186666,1.0
28.0655239661,-21.3733786582,-8.70828490597,36.3364877286,-1.0,-31.2048960393,19.5535790378,-99.2421769263,105.854186666,1.0
9.24485343394,-33.0621997022,42.8211188434,54.8838386673,-1.0,0.74889285624,36.9840185763,-19.4194208546,41.779223791,1.0
0.751353029826,37.0688861564,-19.463111301,41.8747025954,1.0,9.24485343394,-33.0621997022,42.8211188434,54.8838386673,-1.0
0.751353029826,37.0688861564,-19.463111301,41.8747025954,1.0,9.25147026006,-33.08713914,42.849455149,54.9220852545,-1.0
0.74889285624,36.9840185763,-19.4194208546,41.779223791,1.0,9.25147026006,-33.08713914,42.849455149,54.9220852545,-1.0
-44.2258355195,-18.8180187325,-20.9979803758,52.449677787,1.0,28.2147955562,10.9828065959,-2.96567026802,30.4220823224,-1.0
28.2319691077,10.9902392509,-2.97092046458,30.4412051435,-1.0,-44.2258355195,-18.8180187325,-20.9979803758,52.449677787,1.0
28.2319691077,10.9902392509,-2.97092046458,30.4412051435,-1.0,-44.2545489578,-18.8297135866,-21.0104741601,52.4830868503,1.0
28.2147955562,10.9828065959,-2.96567026802,30.4220823224,-1.0,-44.2545489578,-18.8297135866,-21.0104741601,52.4830868503,1.0
-20.7578452252,-19.9123722586,73.7961555316,79.2040052162,1.0,21.1975666138,21.0814612032,-12.0906271748,32.2483994328,-1.0
21.1947208285,21.0780829596,-12.088073868,32.2433631276,-1.0,-20.7578452252,-19.9123722586,73.7961555316,79.2040052162,1.0
21.1947208285,21.0780829596,-12.088073868,32.2433631276,-1.0,-20.7308714067,-19.8884875563,73.6848131395,79.0871912363,1.0
21.1975666138,21.0814612032,-12.0906271748,32.2483994328,-1.0,-20.7308714067,-19.8884875563,73.6848131395,79.0871912363,1.0
-7.46369443508,-40.4682790099,-7.22525118301,41.7804231547,-1.0,11.0670222206,32.6767657391,-4.47621244849,34.7893322956,1.0
11.0883354151,32.7375406083,-4.48414979605,34.8542179721,1.0,-7.46369443508,-40.4682790099,-7.22525118301,41.7804231547,-1.0
11.0883354151,32.7375406083,-4.48414979605,34.8542179721,1.0,-7.46150532546,-40.4541415745,-7.21739443168,41.7649802864,-1.0
11.0670222206,32.6767657391,-4.47621244849,34.7893322956,1.0,-7.46150532546,-40.4541415745,-7.21739443168,41.7649802864,-1.0
-42.2157427422,10.6303995074,95.3024673432,104.774738245,-1.0,36.2763652814,-6.40406068515,23.5915863113,43.7442656775,1.0
36.3840908048,-6.42427863016,23.6546258707,43.8705585602,1.0,-42.2157427422,10.6303995074,95.3024673432,104.774738245,-1.0
36.3840908048,-6.42427863016,23.6546258707,43.8705585602,1.0,-42.0780054172,10.5975055607,94.9914364843,104.432992072,-1.0
36.2763652814,-6.40406068515,23.5915863113,43.7442656775,1.0,-42.0780054172,10.5975055607,94.9914364843,104.432992072,-1.0
28.8335730569,17.8205123378,82.4410045378,89.1373994915,-1.0,-26.7130775258,-7.10146758862,-10.4476927237,29.5497005019,1.0
-26.7382758635,-7.10788009571,-10.457165263,29.577370144,1.0,28.8335730569,17.8205123378,82.4410045378,89.1373994915,-1.0
-26.7382758635,-7.10788009571,-10.457165263,29.577370144,1.0,28.9996233701,17.92370037,82.9129073602,89.6481932957,-1.0
-26.7130775258,-7.10146758862,-10.4476927237,29.5497005019,1.0,28.9996233701,17.92370037,82.9129073602,89.6481932957,-1.0
28.6917708857,70.8017417498,49.833187133,91.2110851535,-1.0,-5.01357810387,-21.6893870888,-6.41323875632,23.1669219519,1.0
-5.01792278816,-21.70521523,-6.41726790865,23.1837962463,1.0,28.6917708857,70.8017417498,49.833187133,91.2110851535,-1.0
-5.01792278816,-21.70521523,-6.41726790865,23.1837962463,1.0,29.0230082521,71.6335306828,50.3975499596,92.2692902959,-1.0
-5.63967974205,-6.10151686854,-5.1434386546,9.77244189413,-1.0,28.6917708857,70.8017417498,49.833187133,91.2110851535,-1.0
-5.63967974205,-6.10151686854,-5.1434386546,9.77244189413,-1.0,-5.01792278816,-21.70521523,-6.41726790865,23.1837962463,1.0
-5.63967974205,-6.10151686854,-5.1434386546,9.77244189413,-1.0,29.0230082521,71.6335306828,50.3975499596,92.2692902959,-1.0
-5.63967974205,-6.10151686854,-5.1434386546,9.77244189413,-1.0,-5.01357810387,-21.6893870888,-6.41323875632,23.1669219519,1.0
1.1068593217,-0.23985817573,-6.21139084342,6.3146820508,-1.0,28.6917708857,70.8017417498,49.833187133,91.2110851535,-1.0
1.1068593217,-0.23985817573,-6.21139084342,6.3146820508,-1.0,-5.01792278816,-21.70521523,-6.41726790865,23.1837962463,1.0
1.1068593217,-0.23985817573,-6.21139084342,6.3146820508,-1.0,-5.63967974205,-6.10151686854,-5.1434386546,9.77244189413,-1.0
1.1068593217,-0.23985817573,-6.21139084342,6.3146820508,-1.0,29.0230082521,71.6335306828,50.3975499596,92.2692902959,-1.0
1.1068593217,-0.23985817573,-6.21139084342,6.3146820508,-1.0,-5.01357810387,-21.6893870888,-6.41323875632,23.1669219519,1.0
-5.01357810387,-21.6893870888,-6.41323875632,23.1669219519,1.0,29.0230082521,71.6335306828,50.3975499596,92.2692902959,-1.0
-5.04543099002,46.2401518086,-162.423850787,168.9530304,-1.0,0.523177084373,-31.1825114022,-32.9642859883,45.3792689013,1.0
0.526053692234,-31.5420135767,-33.3498288225,45.9064004159,1.0,-5.04543099002,46.2401518086,-162.423850787,168.9530304,-1.0
0.526053692234,-31.5420135767,-33.3498288225,45.9064004159,1.0,-4.97543141371,45.6240091673,-160.258530009,166.700668069,-1.0
0.523177084373,-31.1825114022,-32.9642859883,45.3792689013,1.0,-4.97543141371,45.6240091673,-160.258530009,166.700668069,-1.0
-38.7577601803,-56.3645005533,-138.416334095,154.396287536,1.0,-16.6015637573,35.7176074521,-26.173880422,47.2910412375,-1.0
-16.6126069355,35.7413664128,-26.1924267449,47.3231271655,-1.0,-38.7577601803,-56.3645005533,-138.416334095,154.396287536,1.0
-16.6126069355,35.7413664128,-26.1924267449,47.3231271655,-1.0,-38.7136220435,-56.3003114975,-138.258702719,154.220457941,1.0
-16.6015637573,35.7176074521,-26.173880422,47.2910412375,-1.0,-38.7136220435,-56.3003114975,-138.258702719,154.220457941,1.0
-33.5868046022,6.83540391671,-100.791728789,106.460227062,1.0,24.3398854313,2.69471838087,6.40858294477,25.313487097,-1.0
24.3570048567,2.697304065,6.41338893869,25.3314400731,-1.0,-33.5868046022,6.83540391671,-100.791728789,106.460227062,1.0
24.3570048567,2.697304065,6.41338893869,25.3314400731,-1.0,-33.746804181,6.8700748592,-101.244235678,106.941344403,1.0
24.3398854313,2.69471838087,6.40858294477,25.313487097,-1.0,-33.746804181,6.8700748592,-101.244235678,106.941344403,1.0
29.17789083,-31.4456520684,71.3983586638,83.2941482391,-1.0,-30.6592411938,27.7182939892,24.2224633653,47.9064900345,1.0
-30.6113958203,27.6750381199,24.1816495816,47.8302062423,1.0,29.17789083,-31.4456520684,71.3983586638,83.2941482391,-1.0
-30.6113958203,27.6750381199,24.1816495816,47.8302062423,1.0,29.3417425929,-31.6203361122,71.7961453929,83.7584692506,-1.0
-30.6592411938,27.7182939892,24.2224633653,47.9064900345,1.0,29.3417425929,-31.6203361122,71.7961453929,83.7584692506,-1.0
-42.7505324838,0.220280634144,-29.8192944555,52.1234883399,1.0,48.1236363974,-2.04340619782,-26.0518551713,54.7610282095,-1.0
48.055053458,-2.04154836117,-26.0278217817,54.6892562845,-1.0,-42.7505324838,0.220280634144,-29.8192944555,52.1234883399,1.0
48.055053458,-2.04154836117,-26.0278217817,54.6892562845,-1.0,-42.8413290689,0.221176906321,-29.8838297017,52.2348814198,1.0
48.1236363974,-2.04340619782,-26.0518551713,54.7610282095,-1.0,-42.8413290689,0.221176906321,-29.8838297017,52.2348814198,1.0
-15.1520078056,-42.6152673217,-86.480047827,97.5933101462,1.0,18.6862017364,40.5252614486,-36.3641512295,57.5659066561,-1.0
18.7607356709,40.6869051698,-36.499546141,57.7894236638,-1.0,-15.1520078056,-42.6152673217,-86.480047827,97.5933101462,1.0
18.7607356709,40.6869051698,-36.499546141,57.7894236638,-1.0,-15.2470561205,-42.8771586561,-87.00980114,98.1918535973,1.0
18.6862017364,40.5252614486,-36.3641512295,57.5659066561,-1.0,-15.2470561205,-42.8771586561,-87.00980114,98.1918535973,1.0
-32.1623934874,-31.2907770265,156.458184375,162.765803852,1.0,34.0861551826,32.973983986,120.861239353,129.832969375,-1.0
33.9299944149,32.8225900608,120.305656869,129.236330719,-1.0,-32.1623934874,-31.2907770265,156.458184375,162.765803852,1.0
33.9299944149,32.8225900608,120.305656869,129.236330719,-1.0,-32.0675165791,-31.1997197626,155.986696071,162.276334219,1.0
34.0861551826,32.973983986,120.861239353,129.832969375,-1.0,-32.0675165791,-31.1997197626,155.986696071,162.276334219,1.0
3.92798020033,27.9855841382,111.546732162,115.07087628,1.0,-13.5052856246,-21.6351953899,-2.36653381274,25.6141770381,-1.0
-13.5047031442,-21.6342622679,-2.36530478128,25.6129682249,-1.0,3.92798020033,27.9855841382,111.546732162,115.07087628,1.0
-13.5047031442,-21.6342622679,-2.36530478128,25.6129682249,-1.0,3.92091645639,27.9393168448,111.367748588,114.885880773,1.0
-13.5052856246,-21.6351953899,-2.36653381274,25.6141770381,-1.0,3.92091645639,27.9393168448,111.367748588,114.885880773,1.0
-14.3058596167,39.713812235,77.7509831048,88.4707354952,-1.0,-113.205538504,93.7972082584,50.5949064496,155.477541617,1.0
-14.3058596167,39.713812235,77.7509831048,88.4707354952,-1.0,-11.4729134976,-37.9797579102,62.0751308384,73.6710444295,1.0
-112.698418058,93.3732289429,50.4064304454,154.791190673,1.0,-14.3058596167,39.713812235,77.7509831048,88.4707354952,-1.0
